dataset,method,sample_pct,n_samples,recall,precision,igd,hv_diff,pred_pf_size,true_pf_size,repeat
auto93,Clustering,10,39,0.07692307692307693,0.05263157894736842,0.147799426922279,0.10576481396417103,19,13,13
auto93,Clustering,10,39,0.46153846153846156,0.14634146341463414,0.10930466123680538,0.0024347826086955986,41,13,14
auto93,Clustering,10,39,0.23076923076923078,0.08108108108108109,0.13735941006876234,0.13946209135172746,37,13,15
auto93,Clustering,10,39,0.15384615384615385,0.06060606060606061,0.10921794378057938,0.016892282772185598,33,13,16
auto93,Clustering,10,39,0.38461538461538464,0.23809523809523808,0.13052003189257938,0.016939386955519522,21,13,17
auto93,Clustering,10,39,0.23076923076923078,0.1,0.1304477200206919,0.12773089816206207,30,13,18
auto93,Clustering,10,39,0.07692307692307693,0.5,0.233502232506125,0.13112109690056456,2,13,19
auto93,Clustering,20,79,0.3076923076923077,0.4,0.1811393640164901,0.09079372404245492,10,13,0
auto93,Clustering,20,79,0.23076923076923078,0.5,0.24764004734505154,0.1386471748462699,6,13,1
auto93,Clustering,20,79,0.23076923076923078,0.23076923076923078,0.1326984330493869,0.09680018416206258,13,13,2
auto93,Clustering,20,79,0.23076923076923078,0.15,0.1191276232522198,0.11526911526911543,20,13,3
auto93,Clustering,20,79,0.23076923076923078,0.42857142857142855,0.15584332207496013,0.009481961147086016,7,13,4
auto93,Clustering,20,79,0.15384615384615385,0.08,0.12796490393139712,0.08621291448516563,25,13,5
auto93,Clustering,20,79,0.15384615384615385,0.15384615384615385,0.1414480393299282,0.08976140838545281,13,13,6
auto93,Clustering,20,79,0.15384615384615385,0.2857142857142857,0.17029468698831488,0.0032336297493936236,7,13,7
auto93,Clustering,20,79,0.07692307692307693,0.125,0.16746794838403925,0.07541512915129159,8,13,8
auto93,Clustering,20,79,0.3076923076923077,0.5714285714285714,0.2793845953235001,0.0987810487580496,7,13,9
auto93,Clustering,20,79,0.23076923076923078,0.2727272727272727,0.14539413967299264,0.09828465461288823,11,13,10
auto93,Clustering,20,79,0.23076923076923078,0.2,0.14025424119069874,0.11254655493482314,15,13,11
auto93,Clustering,20,79,0.3076923076923077,0.2,0.1268064450862226,0.09428076256499117,20,13,12
auto93,Clustering,20,79,0.15384615384615385,0.25,0.16815462088812133,0.08720862808767252,8,13,13
auto93,Clustering,20,79,0.38461538461538464,0.3125,0.15299597520486027,0.08059701492537308,16,13,14
auto93,Clustering,20,79,0.23076923076923078,0.75,0.3429330107504922,0.102537365311088,4,13,15
auto93,Clustering,20,79,0.23076923076923078,0.42857142857142855,0.1587787068524927,0.009260331056835271,7,13,16
auto93,Clustering,20,79,0.23076923076923078,0.42857142857142855,0.17782518781001896,0.10368743497861523,7,13,17
auto93,Clustering,20,79,0.23076923076923078,0.42857142857142855,0.18058029442448012,0.09715145900880036,7,13,18
auto93,Clustering,20,79,0.15384615384615385,0.11764705882352941,0.11358870951772412,0.05883031491521519,17,13,19
auto93,Clustering,30,119,0.3076923076923077,0.3333333333333333,0.12812901628125192,0.10397412199630317,12,13,0
auto93,Clustering,30,119,0.38461538461538464,0.38461538461538464,0.13778206333097123,0.05261340087497121,13,13,1
auto93,Clustering,30,119,0.23076923076923078,0.25,0.12881244154617733,0.06602031394275171,12,13,2
auto93,Clustering,30,119,0.23076923076923078,0.375,0.17839587657557215,0.09749079189686921,8,13,3
auto93,Clustering,30,119,0.46153846153846156,0.5,0.11230336598097122,0.0684234858992141,12,13,4
auto93,Clustering,30,119,0.23076923076923078,0.42857142857142855,0.1591390199435139,0.10581826611033843,7,13,5
auto93,Clustering,30,119,0.23076923076923078,0.3333333333333333,0.14865202053835497,0.1066574521999541,9,13,6
auto93,Clustering,30,119,0.38461538461538464,0.4166666666666667,0.14144371375475237,0.10242494226327951,12,13,7
auto93,Clustering,30,119,0.3076923076923077,0.4,0.13848041149179421,0.10773321003352228,10,13,8
auto93,Clustering,30,119,0.23076923076923078,0.42857142857142855,0.13971605026924105,0.008636573007830687,7,13,9
auto93,Clustering,30,119,0.38461538461538464,0.45454545454545453,0.13240914395763284,0.06433356433356446,11,13,10
auto93,Clustering,30,119,0.23076923076923078,0.375,0.14938763332412536,0.09595029912563276,8,13,11
auto93,Clustering,30,119,0.3076923076923077,0.36363636363636365,0.1326529446128977,0.11025819958129787,11,13,12
auto93,Clustering,30,119,0.38461538461538464,0.45454545454545453,0.12951439177618854,0.06827123351076143,11,13,13
auto93,Clustering,30,119,0.3076923076923077,0.4444444444444444,0.13778206333097123,0.06404054365353619,9,13,14
auto93,Clustering,30,119,0.23076923076923078,0.23076923076923078,0.12807826624544327,0.06435873605947949,13,13,15
auto93,Clustering,30,119,0.23076923076923078,0.375,0.14303934026833898,0.10363951473136897,8,13,16
auto93,Clustering,30,119,0.38461538461538464,0.5555555555555556,0.13600848270360333,0.06810860561435807,9,13,17
auto93,Clustering,30,119,0.3076923076923077,0.4,0.12664942593217068,0.06759420289855059,10,13,18
auto93,Clustering,30,119,0.23076923076923078,0.3,0.1212528450813179,0.06820554460039444,10,13,19
auto93,Diversity,5,19,0.07692307692307693,0.25,0.35095945302872356,0.10551199261992639,4,13,0
auto93,Diversity,5,19,0.0,0.0,0.1893936909669428,0.002885170225043406,7,13,1
auto93,Diversity,5,19,0.0,0.0,0.3679982670490174,0.05560736768477495,2,13,2
auto93,Diversity,5,19,0.15384615384615385,0.2,0.2039101823538748,0.11881188118811868,10,13,3
auto93,Diversity,5,19,0.3076923076923077,0.26666666666666666,0.26902815508061456,0.09788116075541241,15,13,4
auto93,Diversity,5,19,0.0,0.0,0.3676882718881179,0.14546927438953833,3,13,5
auto93,Diversity,5,19,0.07692307692307693,0.2,0.19734170831413417,0.12430426716140998,5,13,6
auto93,Diversity,5,19,0.07692307692307693,0.022222222222222223,0.13107887967216536,0.07170991658943462,45,13,7
auto93,Diversity,5,19,0.07692307692307693,0.3333333333333333,0.23719847418662093,0.08781609195402297,3,13,8
auto93,Diversity,5,19,0.0,0.0,0.1394033163661464,0.06192129629629629,18,13,9
auto93,Diversity,5,19,0.0,0.0,0.22440066522698723,0.11176267678509834,5,13,10
auto93,Diversity,5,19,0.3076923076923077,0.14285714285714285,0.1729117568254763,0.11234396671289879,28,13,11
auto93,Diversity,5,19,0.23076923076923078,0.25,0.20634654926724988,0.11373639101227705,12,13,12
auto93,Diversity,5,19,0.15384615384615385,0.25,0.16445704622749935,0.015695326024235276,8,13,13
auto93,Diversity,5,19,0.15384615384615385,0.5,0.23341869955371528,0.0744164548185809,4,13,14
auto93,Diversity,5,19,0.15384615384615385,0.25,0.25811668032149704,0.10629921259842517,8,13,15
auto93,Diversity,5,19,0.07692307692307693,0.3333333333333333,0.22151456804850242,0.09309865678554875,3,13,16
auto93,Diversity,5,19,0.07692307692307693,0.5,0.4112777510432139,0.15106088560885625,2,13,17
auto93,Diversity,5,19,0.07692307692307693,0.1111111111111111,0.17331371507929966,0.10271206001154053,9,13,18
auto93,Diversity,5,19,0.0,0.0,0.2325999782374876,0.07665666127915036,28,13,19
auto93,Diversity,10,39,0.15384615384615385,0.13333333333333333,0.18988328420394593,0.1218666974702553,15,13,0
auto93,Diversity,10,39,0.15384615384615385,0.2222222222222222,0.15402934622984332,0.02902891371961769,9,13,1
